IDX,Applicant_ID,Total_Experience,Total_Experience_in_field_applied,Department,Role,Industry,Organization,Designation,Education,Graduation_Specialization,University_Grad,Passing_Year_Of_Graduation,PG_Specialization,University_PG,Passing_Year_Of_PG,PHD_Specialization,University_PHD,Passing_Year_Of_PHD,Curent_Location,Preferred_location,Current_CTC,Inhand_Offer,Last_Appraisal_Rating,No_Of_Companies_worked,Number_of_Publications,Certifications,International_degree_any,Expected_CTC
23823,40445,20,20,Marketing,Bio statistician,Insurance,I,HR,Doctorate,Botony,Mumbai,2000.0,Others,Mumbai,2019.0,Others,Kolkata,2007.0,Jaipur,Mangalore,3435572,N,C,5,2,0,0,4266980
23825,49130,15,5,Sales,Bio statistician,Others,N,Manager,PG,Sociology,Lucknow,2005.0,Sociology,Lucknow,2017.0,Others,Kolkata,2007.0,Pune,Ahmedabad,1663861,N,Key_Performer,5,1,0,0,2163019
23829,43152,25,0,HR,Financial Analyst,FMCG,O,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Bangalore,1890724,N,B,3,1,2,0,2363405
23834,29706,14,10,Marketing,Consultant,Analytics,F,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Jaipur,1301424,N,A,5,2,4,0,1626780
23836,27653,11,3,Education,Analyst,Training,A,Manager,PG,Statistics,Guwahati,2000.0,Statistics,Guwahati,2002.0,Statistics,Mangalore,2009.0,Chennai,Kolkata,1384902,N,C,6,8,0,0,1656342
23838,50535,19,3,Accounts,Head,Automobile,D,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Mangalore,1877984,Y,Key_Performer,6,8,1,0,2441379
23840,47317,12,4,Banking,Analyst,Insurance,L,Assistant Manager,Doctorate,Statistics,Kolkata,2001.0,Statistics,Kolkata,2003.0,Statistics,Bangalore,2008.0,Bhubaneswar,Nagpur,2499190,Y,B,6,8,0,0,3498866
23841,37716,11,1,Marketing,Others,Automobile,E,Sr.Manager,PG,Arts,Bangalore,2003.0,Arts,Bangalore,2005.0,Others,Delhi,2009.0,Guwahati,Surat,2235927,N,B,2,5,0,0,2906705
23842,40185,11,0,Marketing,Business Analyst,Aviation,G,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Chennai,1449827,Y,Key_Performer,3,5,4,0,1884775
23843,17801,8,0,Marketing,Analyst,Insurance,K,Manager,Doctorate,Zoology,Jaipur,2012.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Surat,Bhubaneswar,1513700,N,Key_Performer,5,1,0,0,2125234
23845,18963,21,15,HR,Others,Training,B,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Kolkata,1806767,N,A,4,5,4,0,2258458
23851,25368,3,2,HR,Analyst,Training,N,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Bhubaneswar,523470,Y,B,1,3,0,0,680511
23853,19459,12,6,Education,Sales Execituve,BFSI,I,HR,Doctorate,Botony,Jaipur,2000.0,Botony,Jaipur,2002.0,Botony,Bangalore,2008.0,Ahmedabad,Surat,2469245,N,D,4,5,0,0,3066802
23855,17106,11,8,IT-Software,Team Lead,Insurance,P,Network Engineer,Grad,Chemistry,Delhi,2000.0,Chemistry,Delhi,2002.0,Chemistry,Delhi,2009.0,Nagpur,Nagpur,2020639,Y,D,5,5,4,0,2379504
23857,34602,13,1,Education,Analyst,Training,A,Medical Officer,Doctorate,Chemistry,Guwahati,2001.0,Chemistry,Guwahati,2003.0,Others,Guwahati,2007.0,Bhubaneswar,Lucknow,1789067,N,D,5,5,0,0,2222021
23858,15403,12,8,Accounts,Analyst,Others,A,Sr.Manager,Grad,Economics,Jaipur,2002.0,Economics,Jaipur,2004.0,Economics,Mangalore,2008.0,Jaipur,Delhi,2022915,Y,B,3,6,0,0,2589331
23859,42298,14,7,Marketing,Team Lead,Insurance,C,Product Manager,Doctorate,Zoology,Bangalore,2006.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Jaipur,1951541,N,B,5,1,0,0,2634580
23860,58633,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Nagpur,0,N,B,0,8,1,0,361571
23862,55472,18,17,Banking,Team Lead,FMCG,A,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Delhi,2654259,N,D,3,2,1,0,3052397
23863,41886,25,10,Education,Business Analyst,Insurance,J,Sr.Manager,Grad,Sociology,Mumbai,1995.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Lucknow,2031501,N,B,5,0,0,0,2539376
23865,32192,6,1,Others,Others,Insurance,C,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Surat,1108699,Y,D,1,7,0,0,1326004
23868,11420,14,2,Marketing,Senior Researcher,Telecom,P,HR,Grad,Zoology,Delhi,2006.0,Others,Delhi,2012.0,Others,Kolkata,2007.0,Jaipur,Chennai,1828801,N,Key_Performer,4,2,0,0,2286001
23869,44484,11,4,Others,Project Manager,Automobile,G,HR,Doctorate,Sociology,Bangalore,2000.0,Sociology,Bangalore,2002.0,Sociology,Nagpur,2009.0,Kanpur,Jaipur,1722147,N,A,5,7,0,0,2324898
23870,44477,3,1,Marketing,Associate,Retail,P,Medical Officer,Doctorate,Arts,Ahmedabad,2017.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Kanpur,1030161,N,B,1,1,0,0,1390717
23873,25727,0,0,Marketing,Others,Training,M,HR,PG,Sociology,Nagpur,2020.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Jaipur,0,N,B,0,1,1,0,405602
23875,25967,17,1,Marketing,Consultant,Automobile,M,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Kolkata,2500056,N,C,3,5,0,0,2875064
23876,51393,12,12,Marketing,Business Analyst,BFSI,C,Consultant,Doctorate,Botony,Delhi,2000.0,Botony,Delhi,2002.0,Botony,Bangalore,2008.0,Lucknow,Kolkata,1778771,N,A,4,4,0,0,2401340
23878,17870,12,1,Education,Senior Researcher,Insurance,B,Sr.Manager,Doctorate,Arts,Mumbai,1999.0,Arts,Mumbai,2001.0,Arts,Nagpur,2008.0,Bhubaneswar,Lucknow,2219159,N,B,5,6,0,0,2995864
23879,54470,11,11,Analytics/BI,Head,Telecom,I,CA,Doctorate,Economics,Delhi,2009.0,Economics,Delhi,2010.0,Others,Kolkata,2007.0,Jaipur,Guwahati,2011039,Y,C,4,2,0,0,2590218
23880,45393,13,4,HR,Financial Analyst,Insurance,G,Network Engineer,PG,Mathematics,Lucknow,1999.0,Mathematics,Lucknow,2001.0,Mathematics,Bangalore,2007.0,Mumbai,Mumbai,1496375,Y,B,5,3,3,0,1975215
23882,19221,1,1,Marketing,Analyst,Insurance,J,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Nagpur,441915,N,B,2,1,2,0,552393
23883,28776,3,0,Analytics/BI,Project Manager,Automobile,M,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Surat,620063,N,C,1,4,1,0,713072
23885,38930,6,5,Sales,Sales Manager,Retail,A,Marketing Manager,PG,Psychology,Nagpur,2014.0,Psychology,Nagpur,2021.0,Others,Kolkata,2007.0,Ahmedabad,Delhi,1195129,N,Key_Performer,4,0,0,0,1615814
23889,51768,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Delhi,0,N,B,0,0,3,0,247621
23893,22179,24,14,Sales,Business Analyst,Automobile,G,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Pune,1959959,N,D,6,0,4,0,2253952
23895,31727,14,12,IT-Software,Team Lead,Telecom,B,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Bangalore,1423426,Y,Key_Performer,3,8,0,0,1850453
23896,59135,16,16,HR,Consultant,IT,F,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Mumbai,1591895,Y,A,6,1,2,0,2069463
23898,43291,14,6,HR,Head,Retail,A,Manager,Doctorate,Others,Bhubaneswar,1998.0,Others,Bhubaneswar,2000.0,Psychology,Guwahati,2006.0,Surat,Mangalore,2458683,Y,C,5,8,0,0,3166783
23901,13924,5,0,Banking,Analyst,Automobile,L,Marketing Manager,Grad,Economics,Ahmedabad,2015.0,Economics,Ahmedabad,2018.0,Others,Kolkata,2007.0,Ahmedabad,Lucknow,593943,N,D,1,0,0,0,683034
23904,18177,16,13,Banking,Head,Retail,I,Sr.Manager,Grad,Others,Guwahati,2004.0,Arts,Guwahati,2011.0,Others,Kolkata,2007.0,Surat,Nagpur,2589264,Y,Key_Performer,6,2,0,0,3314257
23905,20873,5,5,Marketing,Sales Execituve,IT,D,HR,PG,Sociology,Ahmedabad,2015.0,Sociology,Ahmedabad,2017.0,Others,Kolkata,2007.0,Kanpur,Ahmedabad,1232266,N,A,4,0,1,0,1666023
23906,43773,18,8,Engineering,Senior Researcher,BFSI,M,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Delhi,2296589,N,A,2,8,1,0,2870736
23907,37355,7,7,Marketing,Analyst,BFSI,K,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Mumbai,951375,N,D,2,8,2,0,1094081
23908,12989,11,5,Analytics/BI,Project Manager,Training,M,Data Analyst,Grad,Zoology,Kolkata,2009.0,Zoology,Kolkata,2018.0,Others,Kolkata,2007.0,Mumbai,Pune,2050048,N,B,6,2,3,0,2562560
23911,26485,12,5,Top Management,Sales Execituve,BFSI,F,Software Developer,Grad,Economics,Surat,2008.0,Economics,Surat,2013.0,Others,Kolkata,2007.0,Lucknow,Bangalore,1816161,N,C,4,2,4,0,2088585
23915,41035,8,0,Healthcare,Business Analyst,Automobile,C,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Mumbai,707492,N,A,4,1,3,0,919739
23918,51527,18,18,Sales,Others,Insurance,I,Medical Officer,Doctorate,Zoology,Guwahati,2002.0,Zoology,Guwahati,2015.0,Others,Kolkata,2007.0,Mangalore,Mumbai,2515557,N,A,5,1,0,0,3396001
23919,35633,4,3,Accounts,Sales Manager,Automobile,F,Consultant,Doctorate,Statistics,Jaipur,2016.0,Statistics,Jaipur,2014.0,Others,Kolkata,2007.0,Mangalore,Delhi,1047430,N,B,5,0,0,0,1414030
23920,40401,12,9,Healthcare,Bio statistician,Others,A,Web Designer,PG,Others,Pune,2001.0,Zoology,Pune,2003.0,Sociology,Bangalore,2008.0,Pune,Chennai,2143516,Y,Key_Performer,3,4,0,0,2829441
23925,54109,9,3,Marketing,Sales Manager,Analytics,N,Research Scientist,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Jaipur,1366729,N,A,4,0,1,0,1708411
23927,41605,14,1,Top Management,Senior Analyst,IT,P,Assistant Manager,Grad,Economics,Bhubaneswar,2000.0,Economics,Bhubaneswar,2002.0,Economics,Delhi,2006.0,Chennai,Chennai,1843939,N,B,2,4,4,0,2304923
23929,27103,6,5,Banking,Analyst,Training,G,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Bangalore,1185099,N,Key_Performer,2,0,3,0,1540628
23931,12825,15,13,Marketing,Head,Insurance,D,Medical Officer,PG,Botony,Pune,2005.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Kolkata,1542736,N,D,4,0,1,0,1845112
23932,49592,13,3,Accounts,Bio statistician,Automobile,M,Consultant,Doctorate,Economics,Jaipur,2007.0,Economics,Jaipur,2013.0,Others,Kolkata,2007.0,Mumbai,Bangalore,1792072,Y,Key_Performer,6,1,0,0,2508900
23934,34057,14,4,Analytics/BI,Others,BFSI,M,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Lucknow,1403227,Y,Key_Performer,5,8,1,0,1824195
23935,22275,25,16,Others,Business Analyst,BFSI,M,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Bhubaneswar,1443429,Y,C,4,7,0,0,1726341
23937,16441,14,2,Engineering,Scientist,Telecom,D,Others,PG,Engineering,Surat,1999.0,Engineering,Surat,2001.0,Others,Bhubaneswar,2006.0,Ahmedabad,Guwahati,1414822,Y,D,4,6,1,0,1718159
23939,19789,12,0,Marketing,Others,FMCG,N,Medical Officer,Grad,Zoology,Kolkata,2001.0,Zoology,Kolkata,2003.0,Others,Jaipur,2008.0,Bhubaneswar,Chennai,1859366,N,A,4,6,0,0,2324207
23942,10257,14,9,Sales,Sales Execituve,Analytics,H,CA,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Surat,1304299,N,B,5,6,2,0,1630373
23943,58857,8,3,Engineering,Team Lead,Retail,D,Product Manager,Grad,Statistics,Jaipur,2012.0,Statistics,Jaipur,2015.0,Others,Kolkata,2007.0,Nagpur,Mumbai,1011167,N,A,3,0,0,0,1314517
23946,24595,9,4,Top Management,Project Manager,Aviation,A,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Guwahati,1059950,N,A,4,6,2,0,1324937
23947,58628,12,10,Healthcare,Researcher,Insurance,O,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Mumbai,1204644,N,A,6,3,0,0,1505805
23950,24170,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Mumbai,0,N,B,0,5,0,0,368444
23951,29768,22,13,Marketing,Bio statistician,Telecom,I,Assistant Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Guwahati,2169723,Y,Key_Performer,6,6,1,0,2820639
23953,15851,18,6,Banking,Bio statistician,Aviation,A,HR,Doctorate,Zoology,Delhi,2002.0,Zoology,Delhi,2010.0,Others,Kolkata,2007.0,Kolkata,Lucknow,2816597,N,C,5,0,0,0,3498213
23954,40371,8,8,Sales,Senior Researcher,FMCG,G,Sr.Manager,Doctorate,Arts,Bangalore,2012.0,Arts,Bangalore,2016.0,Others,Kolkata,2007.0,Mangalore,Bangalore,1657952,N,D,6,0,0,0,2059176
23955,23514,5,4,Banking,Others,Retail,K,Sr.Manager,Grad,Mathematics,Kolkata,2015.0,Mathematics,Kolkata,2011.0,Others,Kolkata,2007.0,Kolkata,Bangalore,522676,N,C,4,0,0,0,601077
23958,17231,21,0,Engineering,Bio statistician,Aviation,O,Product Manager,Doctorate,Sociology,Surat,1999.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Jaipur,3015691,N,B,4,1,0,0,4071182
23959,35787,0,0,Marketing,Others,Training,M,HR,Grad,Arts,Mumbai,2020.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mangalore,Chennai,0,N,B,0,1,0,0,318407
23960,55161,14,1,Marketing,Analyst,Analytics,B,Director,Grad,Economics,Kolkata,1997.0,Economics,Kolkata,1999.0,Economics,Delhi,2006.0,Kolkata,Ahmedabad,2057991,N,B,3,7,0,0,2572488
23961,43437,15,14,Healthcare,Bio statistician,BFSI,H,HR,Grad,Sociology,Pune,2005.0,Sociology,Pune,2016.0,Others,Kolkata,2007.0,Guwahati,Lucknow,2253241,N,A,2,2,0,0,2816551
23964,28469,8,8,Top Management,Senior Researcher,IT,D,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Ahmedabad,530627,N,B,4,7,1,0,663283
23965,10848,4,3,Others,Scientist,Training,E,Manager,Grad,Botony,Bhubaneswar,2016.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Ahmedabad,601621,N,A,1,1,0,0,782107
23969,34498,12,1,Others,Team Lead,Retail,D,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Delhi,1127236,N,A,3,8,2,0,1409045
23970,22781,14,5,Marketing,Project Manager,IT,D,Marketing Manager,Doctorate,Engineering,Delhi,2000.0,Others,Delhi,2002.0,Arts,Jaipur,2006.0,Ahmedabad,Guwahati,2007813,N,A,6,5,0,0,2710547
23974,13675,4,1,Engineering,Team Lead,Automobile,O,Data Analyst,Doctorate,Arts,Jaipur,2016.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Surat,1233433,N,Key_Performer,6,1,0,0,1731739
23975,32551,3,3,Sales,Sales Manager,Others,B,Research Analyst,Grad,Botony,Nagpur,2017.0,Botony,Nagpur,2017.0,Others,Kolkata,2007.0,Kolkata,Ahmedabad,654019,N,D,3,1,4,0,752121
23977,32978,1,1,Banking,Business Analyst,Others,B,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Nagpur,484677,N,B,1,0,4,0,605846
23979,59438,9,0,Healthcare,Senior Researcher,Telecom,I,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Kolkata,1251628,N,C,4,2,1,0,1439372
23983,54409,7,0,IT-Software,Project Manager,BFSI,I,Sr.Manager,Doctorate,Chemistry,Guwahati,2013.0,Chemistry,Guwahati,2014.0,Others,Kolkata,2007.0,Mumbai,Lucknow,2183306,N,A,4,0,0,0,3065361
23985,41539,13,12,Marketing,Team Lead,FMCG,J,Marketing Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bhubaneswar,Mangalore,1153458,N,C,4,3,0,0,1326476
23986,59674,16,2,Analytics/BI,Financial Analyst,Analytics,I,Assistant Manager,Grad,Others,Bangalore,2004.0,Psychology,Bangalore,2021.0,Others,Kolkata,2007.0,Mangalore,Mumbai,2668657,Y,B,6,1,3,0,3415880
23987,32702,20,5,Others,Sales Execituve,Aviation,J,Product Manager,Doctorate,Botony,Guwahati,2000.0,Botony,Guwahati,2010.0,Others,Kolkata,2007.0,Pune,Jaipur,3060990,N,A,2,0,0,0,4132336
23988,35007,16,6,Accounts,Project Manager,IT,F,Software Developer,Doctorate,Engineering,Kolkata,2004.0,Engineering,Kolkata,2008.0,Others,Kolkata,2007.0,Kanpur,Kolkata,2949635,N,C,4,0,0,0,3663446
23990,39009,11,1,Healthcare,Others,Analytics,D,Data Analyst,Grad,Others,Nagpur,2001.0,Arts,Nagpur,2003.0,Sociology,Jaipur,2009.0,Ahmedabad,Jaipur,1980084,Y,C,5,3,2,0,2331746
23994,23957,18,5,Marketing,Senior Researcher,BFSI,C,HR,Grad,Botony,Lucknow,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Guwahati,2500723,N,B,3,0,0,0,3125903
23995,43084,6,5,Marketing,Sales Manager,Training,F,Product Manager,Doctorate,Zoology,Kolkata,2014.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Lucknow,Lucknow,2049406,N,C,1,0,0,0,2545362
23997,55620,10,1,HR,Senior Researcher,Telecom,P,Research Scientist,Doctorate,Psychology,Kolkata,2010.0,Psychology,Kolkata,2017.0,Others,Kolkata,2007.0,Kolkata,Bhubaneswar,2058742,N,A,3,2,0,0,2779301
23999,39148,12,3,HR,Bio statistician,Others,L,HR,Grad,Botony,Bhubaneswar,2008.0,Botony,Bhubaneswar,2015.0,Others,Kolkata,2007.0,Surat,Pune,1898769,N,Key_Performer,3,0,0,0,2373461
24000,57407,6,4,Sales,Financial Analyst,Others,G,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Guwahati,752230,Y,A,1,7,4,0,1017014
24001,22202,12,12,Healthcare,Consultant,Others,L,Marketing Manager,PG,Sociology,Guwahati,2008.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Bangalore,Nagpur,2539490,N,Key_Performer,5,0,0,0,3301337
24002,27679,14,12,Engineering,Head,IT,F,Consultant,PG,Psychology,Ahmedabad,2006.0,Psychology,Ahmedabad,2018.0,Others,Kolkata,2007.0,Kolkata,Lucknow,1856084,N,A,5,1,1,0,2412909
24003,34912,1,0,Marketing,Others,Insurance,H,Others,Doctorate,Botony,Guwahati,2019.0,Botony,Guwahati,2015.0,Others,Kolkata,2007.0,Kolkata,Pune,866137,N,B,1,1,0,0,1082671
24005,52507,20,19,Analytics/BI,Team Lead,Automobile,P,HR,Doctorate,Psychology,Delhi,2000.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Ahmedabad,2674349,N,D,3,1,0,0,3321541
24008,14505,20,16,Banking,Sales Manager,Insurance,J,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Chennai,Surat,2432864,N,C,3,5,0,0,2797793
24010,18164,22,9,Healthcare,Others,Telecom,O,CA,Grad,Mathematics,Bhubaneswar,1998.0,Mathematics,Bhubaneswar,2012.0,Others,Kolkata,2007.0,Bhubaneswar,Bhubaneswar,2579218,N,Key_Performer,2,0,0,0,3224022
24012,21845,22,12,Banking,Senior Researcher,Others,K,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Mumbai,Bangalore,1567732,Y,Key_Performer,2,1,3,0,2038051
24018,39884,10,7,Education,Sales Manager,IT,L,Network Engineer,PG,Others,Delhi,2010.0,Zoology,Delhi,2021.0,Others,Kolkata,2007.0,Mumbai,Kanpur,1278740,N,C,1,0,0,0,1529373
24020,44051,11,5,Engineering,Bio statistician,Automobile,E,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Guwahati,1488465,N,C,2,0,2,0,1711734
24022,48427,23,5,Healthcare,Researcher,BFSI,K,Others,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Jaipur,2352008,Y,Key_Performer,2,4,3,0,3057610
24023,13351,23,12,Engineering,Senior Researcher,BFSI,I,Assistant Manager,Grad,Zoology,Bangalore,1997.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Guwahati,Kolkata,2510929,N,B,3,1,4,0,3138661
24024,16488,19,14,Top Management,Consultant,IT,G,Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Delhi,Nagpur,2175962,N,B,2,3,5,0,2719952
24028,25810,11,8,Banking,Sales Manager,Others,H,Consultant,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Lucknow,1302217,N,B,2,5,1,0,1627771
24029,58777,19,3,Healthcare,Senior Researcher,Training,F,Others,PG,Sociology,Mangalore,2001.0,Sociology,Mangalore,2018.0,Others,Kolkata,2007.0,Mumbai,Lucknow,2897630,N,Key_Performer,4,0,1,0,3766919
24031,13753,13,9,Banking,Bio statistician,Aviation,J,Sr.Manager,PG,Statistics,Surat,1998.0,Statistics,Surat,2000.0,Statistics,Pune,2007.0,Ahmedabad,Surat,2314858,N,B,3,3,2,0,3009315
24033,10454,0,0,Marketing,Others,Training,M,HR,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Pune,Pune,0,N,B,0,0,3,0,371766
24038,44821,8,0,Others,Consultant,BFSI,N,Product Manager,Doctorate,Psychology,Pune,2012.0,Psychology,Pune,2018.0,Others,Kolkata,2007.0,Kolkata,Chennai,2010003,N,A,2,0,0,0,2822044
24040,59587,18,10,Banking,Analyst,Insurance,M,Product Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Jaipur,Mumbai,1696086,N,C,2,8,0,0,1950498
24045,29786,22,16,Education,Analyst,Automobile,B,Sr.Manager,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Ahmedabad,Surat,2047022,Y,Key_Performer,3,2,1,0,2661128
24048,56523,12,3,Banking,Sales Manager,Retail,K,CA,PG,Mathematics,Mangalore,2001.0,Mathematics,Mangalore,2003.0,Mathematics,Bangalore,2008.0,Jaipur,Bangalore,2217445,Y,C,3,8,0,0,2692865
24050,33950,6,6,Top Management,Project Manager,IT,A,Data Analyst,Grad,Zoology,Guwahati,2014.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Pune,1240209,N,A,1,0,2,0,1612271
24051,51661,9,0,Engineering,Sales Execituve,Analytics,C,Data Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Nagpur,Mumbai,2008464,N,D,6,4,3,0,2309733
24053,37795,22,8,HR,Team Lead,Analytics,J,Research Analyst,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kolkata,Delhi,1449567,N,C,5,7,0,0,1667002
24054,27429,5,5,Marketing,Project Manager,Aviation,J,Web Designer,Under Grad,Chemistry,Bhubaneswar,2002.0,Mathematics,Bhubaneswar,2006.0,Others,Kolkata,2007.0,Kanpur,Bangalore,552536,Y,Key_Performer,2,5,0,0,747028
